Date,Issuer,Symbol, Managers,OfferP,OpeningP,FirstDayClose,ScoopStars,txtfile
9/27/2000,EDEN Bioscience ,EDEN,Merrill Lynch,$15.00 ,$24.09 ,$24.06 ,3,0000891020-00-001731.txt
5/7/2002,Quinton Cardiology Systems ,QUIN,Adams Harkness,$7.00 ,$7.50 ,$7.19 ,1,0000891020-02-000591.txt
10/19/2004,Celebrate Express ,BDAY,SG Cowen,$15.40 ,$16.25 ,$16.70 ,2,0000891020-04-000569.txt
6/13/2006,VeraSun Energy ,VSE,Morgan Stanley/Lehman Brothers,$23.00 ,$28.00 ,$30.00 ,4,0000891020-06-000155.txt
6/27/2006,Omniture ,OMTR,Morgan Stanley/Creidt Suisse,$6.50 ,$6.50 ,$6.53 ,1,0000891020-06-000169.txt
12/14/2006,Isilon Systems ,ISLN,Morgan Stanley/Merrill Lynch,$13.00 ,$25.00 ,$23.10 ,3,0000891020-06-000409.txt
12/13/2006,WSB Financial Group ,WSFG,D.A. Davidson,$16.50 ,$20.00 ,$18.70 ,2,0000891020-06-000412.txt
5/18/2000,New Focus ,NUFO,Credit Suisse First Boston,$20.00 ,$40.00 ,$51.00 ,3,0000891618-00-002977.txt
6/13/2000,Intuitive Surgical ,ISRG,Lehman Brothers,$9.00 ,$9.00 ,$9.03 ,1,0000891618-00-003361.txt
6/21/2000,Handspring ,HAND,Credit Suisse First Boston,$20.00 ,$27.00 ,$26.94 ,2,0000891618-00-003451.txt
6/22/2000,ClickSoftware ,CKSW,Lehman Brothers,$7.00 ,$7.00 ,$7.00 ,1,0000891618-00-003529.txt
6/27/2000,Marvell Technology Group ,MRVL,"Goldman, Sachs",$15.00 ,$47.50 ,$56.63 ,4,0000891618-00-003582.txt
6/29/2000,Virage ,VRGE,Credit Suisse First Boston,$11.00 ,$14.50 ,$16.88 ,3,0000891618-00-003644.txt
7/19/2000,Argonaut Technologies ,AGNT,UBS Warburg ,$15.00 ,$25.00 ,$23.44 ,3,0000891618-00-003969.txt
9/26/2000,CoSine Communications,COSN,"Goldman, Sachs",$23.00 ,$67.00 ,$63.06 ,5,0000891618-00-004699.txt
11/21/2000,Alliance Fiber Optic ,AFOP,Merrill Lynch,$11.00 ,$11.02 ,$10.13 ,1,0000891618-00-005195.txt
2/9/2001,Third Wave Tech ,TWTI,Lehman Brothers,$11.00 ,$11.00 ,$11.06 ,1,0000891618-01-000134.txt
8/1/2000,Virage Logic ,VIRL,Lehman Brothers,$12.00 ,$12.06 ,$12.44 ,3,0000891618-02-005379.txt
7/30/2003,NETGEAR,NTGR,Lehman Brothers,$14.00 ,$19.15 ,$17.69 ,3,0000891618-03-004023.txt
9/23/2003,AMIS Holdings,AMIS,CS First Boston/Goldman Sachs,$20.00 ,$21.06 ,$20.10 ,3,0000891618-03-004909.txt
10/29/2003,Genitope ,GTOP,WR Hambrecht+Co.,$9.00 ,$9.00 ,$10.00 ,1,0000891618-03-005583.txt
6/11/2003,FormFactor,FORM,Morgan Stanley,$14.00 ,$19.00 ,$17.58 ,3,0000891618-03-005678.txt
11/19/2003,Callidus Software ,CALD,Citigroup,$14.00 ,$17.20 ,$17.37 ,2,0000891618-03-006056.txt
2/2/2004,GTx ,GTXI,Goldman Sachs,$14.50 ,$15.27 ,$12.90 ,2,0000891618-04-000460.txt
6/21/2000,Cepheid ,CPHD,UBS Warburg ,$6.00 ,$6.25 ,$9.00 ,1,0000891618-04-000562.txt
5/19/2004,Blue Nile,NILE,Merrill/Lynch/Bear Stearns,$20.50 ,$25.00 ,$28.40 ,3,0000891618-04-001024.txt
6/15/2005,Micrus Endovascular ,MEND,AG Edwards/Needham,$11.00 ,$11.06 ,$11.01 ,1,0000891618-05-000431.txt
5/1/2007,Cavium Networks ,CAVM,Morgan Stanley/Lehman Brothers,$13.50 ,$16.50 ,$16.45 ,3,0000891618-07-000275.txt
11/19/2007,SuccessFactors ,SFSF,Morgan Stanley/Goldman Sachs,$10.00 ,$13.00 ,$13.25 ,2,0000891618-07-000656.txt
2/14/2008,ArcSight ,ARST,Morgan Stanley/Lehman Brothers,$9.00 ,$9.00 ,$8.78 ,2,0000891618-08-000093.txt
6/2/2000,EXULT,EXLT,Merrill Lynch,$10.00 ,$10.06 ,$10.00 ,1,0000892569-00-000415.txt
11/2/2000,UTiWorldwide ,UTIW,Bear Stearns,$15.00 ,$15.06 ,$17.44 ,1,0000892569-02-002546.txt
5/8/2008,Western Gas Partners LP ,WES,UBS Investment Bank/Citi/Credit Suisse/Morgan Stanley,$16.50 ,$16.50 ,$16.50 ,1,0000892569-03-001639.txt
4/28/2004,Barrier Therapeutics ,BTRX,Morgan Stanley,$15.00 ,$15.00 ,$14.60 ,2,0000893220-04-000830.txt
5/19/2004,Animas,PUMP,Piper Jaffray/JP Morgan,$15.00 ,$17.25 ,$18.00 ,2,0000893220-04-001093.txt
3/17/2017,ProPetro Holding ,PUMP,Goldman Sachs/ Barclays/ Credit Suisse/ J.P. Morgan,$14.00 ,$15.00 ,$14.50 ,1,0000893220-04-001093.txt
11/11/2003,Marlin Business Services ,MRLN,US Bancorp Piper Jaffray/Wm Blair,$14.00 ,$15.59 ,$16.15 ,3,0000893220-06-002486.txt
1/30/2007,HFF ,HF,"Goldman Sachs,/Morgan Stanley",$18.00 ,$18.15 ,$18.70 ,3,0000893220-07-000181.txt
8/13/2010,Electromed,ELMD,Feltl and Company,$4.00 ,$4.05 ,$3.98 ,1,0000897101-10-001651.txt
6/23/2000,QualStar ,QBAK,First Van Kasper/Needham,$7.00 ,$7.56 ,$7.72 ,1,0000898430-00-001880.txt
11/3/2000,Optical Communication Products ,OCPI,UBS Warburg,$11.00 ,$18.00 ,$17.88 ,3,0000898430-00-003237.txt
1/26/2001,Align Technology ,ALGN,Deutsche Banc Alex. Brown,$13.00 ,$14.75 ,$17.31 ,1,0000898430-01-000296.txt
8/2/2000,California Pizza Kitchen ,CPKI,Banc of America/Deutsche Banc Alex. Brown,$15.00 ,$20.00 ,$20.25 ,2,0000898430-01-000437.txt
10/11/2001,TheraSense,THER,US Bancorp Piper Jaffray,$19.00 ,$24.25 ,$24.92 ,2,0000898430-01-502896.txt
12/14/2001,American Pharmaceutical Partners ,APPX,CIBC World Markets,$16.00 ,$18.15 ,$19.75 ,2,0000898430-01-503883.txt
1/25/2001,Peet's Coffee & Tea,PEET,W.R. Hambracht,$8.00 ,$8.13 ,$9.38 ,1,0000898430-02-001518.txt
6/4/2002,Plumtree Software ,PLUM,Goldman Sachs,$8.50 ,$9.61 ,$8.50 ,2,0000898430-02-002260.txt
11/20/2002,IMPAC Medical Systems ,IMPC,Thomas Weisel Partners,$15.00 ,$16.05 ,$17.72 ,2,0000898430-02-004295.txt
8/8/2000,Active Power ,ACPW,"Goldman, Sachs",$17.00 ,$40.00 ,$52.75 ,3,0000899243-00-001834.txt
7/20/2001,Natus Medical ,BABY,Dain Rauscher Wessels,$11.00 ,$11.50 ,$14.45 ,3,0000899243-01-501010.txt
1/12/2018,Liberty Oilfield Services ,LBRT,"Morgan Stanley/ Goldman, Sachs/ Wells Fargo Securities/ Citigroup/ J.P. Morgan/ Evercore ISI",$17.00 ,$21.20 ,$21.75 ,2,0000912057-00-007698.txt
11/9/2011,Imperva ,IMPV,J.P. Morgan/ Deutsche Bank Securities,$18.00 ,$23.00 ,$24.00 ,3,0000912057-00-011951.txt
6/7/2017,ShotSpotter,SSTI,Roth Capital Partners/ Northland Capital Markets,$11.00 ,$12.20 ,$14.38 ,1,0000912057-00-012899.txt
5/19/2000,PixelWorks ,PXLW,Salomon Smith Barney,$10.00 ,$11.25 ,$10.89 ,3,0000912057-00-025631.txt
5/25/2000,Sonus Networks ,SONS,"Goldman, Sachs",$23.00 ,$32.00 ,$50.50 ,4,0000912057-00-026278.txt
6/7/2000,UbiquiTel ,UPCS,"Donaldson, Lufkin & Jenrette",$8.00 ,$7.94 ,$7.69 ,1,0000912057-00-027832.txt
6/9/2000,Community Health Systems ,CYH,Merrill Lynch,$13.00 ,$13.38 ,$13.69 ,2,0000912057-00-027877.txt
6/14/2000,August Technology,AUGT,Needham,$12.00 ,$15.25 ,$15.19 ,2,0000912057-00-028625.txt
4/15/2014,City Office REIT  ,CIO,Janney Montgomery Scott/ Wunderlich Securities/ Oppenheimer,$12.50 ,$12.50 ,$12.40 ,1,0000912057-00-028751.txt
6/23/2000,Charles River Laboratories ,CRL,Donaldson Lufkin & Jenrette/Lehman Brothers,$16.00 ,$19.50 ,$22.00 ,4,0000912057-00-029638.txt
6/27/2000,Stratos Lightwave ,STLW,Lehman Brothers,$21.00 ,$50.00 ,$34.13 ,4,0000912057-00-029851.txt
6/29/2000,CareScience  ,CARE,Deutsche Banc Alex. Brown,$12.00 ,$11.25 ,$10.02 ,1,0000912057-00-030340.txt
8/1/2000,Tripath Technology ,TRPH,Salomon Smith Barney,$10.00 ,$9.75 ,$10.06 ,1,0000912057-00-034056.txt
8/2/2000,Genaissance Pharmaceuticals,GNSC,Deutsche Banc Alex. Brown,$13.00 ,$15.00 ,$16.13 ,3,0000912057-00-034185.txt
8/2/2000,eRoom System Technologies ,ERMS,Donald,$6.50 ,$6.38 ,$6.13 ,1,0000912057-00-034539.txt
8/9/2000,Pharsight ,PHST,Donaldson Lufkin & Jenrette,$10.00 ,$9.06 ,$10.03 ,1,0000912057-00-035586.txt
9/21/2000,TTM Technologies ,TTMI,Robertson Stephens,$16.00 ,$19.75 ,$20.94 ,4,0000912057-00-042181.txt
9/28/2000,Vastera ,VAST,Deutsche Banc Alex. Brown,$14.00 ,$16.69 ,$17.25 ,4,0000912057-00-042933.txt
9/29/2000,Simple Technology ,STEC,Lehman Brothers,$11.00 ,$11.06 ,$9.69 ,4,0000912057-00-043123.txt
9/29/2000,Wilson Greatbatch Technologies ,GB,Donaldson Lufkin & Jenrette/Merrill Lynch,$16.00 ,$20.00 ,$22.88 ,3,0000912057-00-043221.txt
10/5/2000,Kosan Biosciences ,KOSN,Lehman Brothers,$14.00 ,$14.00 ,$14.00 ,3,0000912057-00-043836.txt
10/5/2000,Coach ,COH,"Goldman, Sachs",$16.00 ,$20.00 ,$20.31 ,3,0000912057-00-043867.txt
10/4/2000,Oplink Commuincations ,OPLK,Robertson Stephens,$18.00 ,$29.00 ,$33.63 ,5,0000912057-00-043912.txt
10/11/2000,Watson Wyatt  ,WW,Deutsche Banc Alex. Brown,$12.50 ,$14.88 ,$16.38 ,3,0000912057-00-044400.txt
11/17/2000,Beacon Power ,BCON,Salomon Smith Barney,$6.00 ,$6.16 ,$6.72 ,1,0000912057-00-050650.txt
11/29/2000,Rigel Pharmaceuticals ,RIGL,Morgan Stanley Dean Witter,$7.00 ,$7.25 ,$7.11 ,1,0000912057-00-051611.txt
12/7/2000,Harvard Biosceince,HBIO,Thomas Weisel Partners,$8.00 ,$8.52 ,$10.50 ,2,0000912057-00-052590.txt
1/31/2001,EXACT Sciences ,EXAS,Merrill Lynch,$14.00 ,$14.75 ,$14.75 ,2,0000912057-01-003662.txt
10/15/2014,Great Western Bancorp ,GWB,Deutsche Bank Securities/ BofA Merrill Lynch,$18.00 ,$18.00 ,$18.00 ,1,0000912057-01-007636.txt
3/16/2001,SureBeam,SURE,Merrill Lynch,$10.00 ,$10.02 ,$8.59 ,1,0000912057-01-007766.txt
3/7/2001,Seattle Genetics,SGEN,J.P. Morgan,$7.00 ,$7.66 ,$8.25 ,1,0000912057-01-502760.txt
5/23/2001,Smith & Wollensky,SWRG,CE Unterberg Towbin,$8.50 ,$8.51 ,$7.77 ,1,0000912057-01-517257.txt
6/8/2001,United Surgical Partners ,USPI,Credit Suisse First Boston,$14.00 ,$15.11 ,$18.12 ,3,0000912057-01-519175.txt
7/27/2001,Alliance Imaging ,AIQ,Deutsche Banc Alex. Brown/Salomon Smith Barney,$13.00 ,$13.00 ,$13.15 ,1,0000912057-01-525446.txt
7/31/2001,HPL Technologies,HPLA,UBS Warburg,$11.00 ,$13.56 ,$13.35 ,2,0000912057-01-525828.txt
8/7/2001,Omnicell,OMCL,US Bancorp Piper Jaffray,$7.00 ,$7.20 ,$9.51 ,2,0000912057-01-526829.txt
10/25/2001,Cross Country ,CCRN,Merrill Lynch/Salomon Smith Barney,$17.00 ,$20.26 ,$20.37 ,3,0000912057-01-536579.txt
6/5/2007,Starent Networks ,STAR,Goldman Sachs/Lehman Brothers,$12.00 ,$13.75 ,$14.01 ,3,0000912057-01-537340.txt
12/14/2001,Bruker AXS ,BAXS,UBS Warburg/Thomas Weisel Partners,$6.00 ,$6.50 ,$6.50 ,1,0000912057-01-543318.txt
7/13/2000,I-Many ,IMNY,Robertson Stephens,$9.00 ,$9.03 ,$12.48 ,2,0000912057-02-002060.txt
2/22/2002,PETCO Animal Supplies ,PETC,Merrill Lynch/Morgan Stanley,$19.00 ,$19.36 ,$20.00 ,2,0000912057-02-007339.txt
8/2/2001,Bunge ,BG,Morgan Stanley/Credit Suisse First Boston,$16.00 ,$16.00 ,$16.00 ,2,0000912057-02-009701.txt
11/16/2011,InvenSense ,INVN,Goldman Sachs/Morgan Stanley,$7.50 ,$8.30 ,$8.90 ,2,0000912057-02-012000.txt
4/24/2002,Heritage Property Invest. Trust ,HTG,Merrill Lynch,$25.00 ,$25.10 ,$25.05 ,2,0000912057-02-016373.txt
5/9/2002,Regal Entertainment Group ,RGC,CS First Boston/Lehman Brothers,$19.00 ,$22.00 ,$21.75 ,2,0000912057-02-019229.txt
5/16/2002,Verint Systems ,VRNT,Lehman Brothers,$16.00 ,$16.10 ,$14.49 ,2,0000912057-02-020998.txt
5/21/2002,MarkWest Energy Partners ,MWE,AG Edwards/RBC Capital,$20.50 ,$21.50 ,$20.55 ,2,0000912057-02-021484.txt
5/30/2002,Overstock.com,OSTK,WR Hambrecht+Co,$13.00 ,$13.50 ,$13.03 ,1,0000912057-02-022360.txt
7/12/2002,HealtheTech,HETC,UBS Warburg/CS First Boston,$7.50 ,$7.74 ,$7.60 ,1,0000912057-02-027267.txt
11/15/2001,Weight Watchers International ,WTW,CS First Boston/Goldman Sachs,$24.00 ,$29.75 ,$29.50 ,3,0000912057-02-035853.txt
10/11/2002,Enbridge Energy Management LLC ,EEQ,Goldman Sachs,$39.00 ,$38.25 ,$36.99 ,1,0000912057-02-038483.txt
10/29/2002,Platinum Underwriters Holdings ,PTP,GoldmanSachs/Merrill Lynch/SSB,$22.50 ,$25.00 ,$24.99 ,2,0000912057-02-040074.txt
10/25/2002,Wynn Resorts ,WYNN,Deutsche Bank Securities/Bear Stearns/Banc of America,$13.00 ,$13.01 ,$13.01 ,1,0000912057-02-040078.txt
11/12/2002,SI International ,SINT,Wachovia/Legg Mason,$14.00 ,$14.01 ,$14.00 ,2,0000912057-02-041972.txt
1/17/2020,Velocity Financial ,VEL,Wells Fargo Securities/ Citigroup/ JMP Securities,$13.00 ,$13.85 ,$13.51 ,1,0000916641-02-001452.txt
2/11/2003,Bancshares of Florida,BOFL,Advest,$10.00 ,$10.50 ,$10.19 ,1,0000919607-03-000050.txt
7/13/2000,Network Engines  ,NENG,Donaldson Lufkin & Jenrette,$17.00 ,$28.00 ,$29.00 ,4,0000927016-00-002463.txt
2/16/2001,Riverstone Networks ,RSTN,Morgan Stanley Dean Witter,$12.00 ,$13.50 ,$13.06 ,2,0000927016-01-000990.txt
8/10/2001,Mykrolis ,MYK,Banc of America/Salomon Smith Barney,$15.00 ,$17.25 ,$16.25 ,2,0000927016-01-502317.txt
10/2/2009,Education Management Corporation ,EDMC,Goldman Sachs/J.P. Morgan/BofA Merrill Lynch/Barclays Capital/Credit Suisse/Morgan Stanley,$18.00 ,$20.25 ,$21.77 ,2,0000927016-01-504023.txt
12/14/2001,United Defense Industries,UDI,Lehman Brothers/Goldman Sachs,$19.00 ,$20.10 ,$19.27 ,3,0000928385-01-502799.txt
12/18/2002,Commercial Capital Bancorp ,CCBI,Sandler O'Neill/Friedman Billings,$8.00 ,$8.25 ,$8.00 ,1,0000928385-02-003770.txt
8/5/2004,Syneron Medical Ltd. ,ELOS,Citigroup,$12.00 ,$12.02 ,$10.75 ,1,0000930413-04-003517.txt
8/1/2006,Security Capital Assurance Ltd. ,SCA,Goldman Sachs/JPMorgan/Merrill Lynch,$20.50 ,$20.90 ,$20.50 ,1,0000930413-06-005554.txt
12/20/2006,Universal Power Group ,UPG,Ladenburg Thalmann/Wunderlich Securities,$7.35 ,$7.15 ,$7.35 ,1,0000930413-06-008820.txt
7/18/2007,Limco-Piedmont ,LIMC,Oppenhemier/Stifel Nicolaus,$11.00 ,$12.50 ,$13.30 ,1,0000930413-07-006092.txt
5/28/2008,Safe Bulkers ,SB,Merrill Lynch/Credit Siusse,$19.00 ,$19.00 ,$18.90 ,1,0000930413-08-003514.txt
3/30/2012,GasLog Ltd.  ,GLOG,"Goldman, Sachs/ Citigroup",$14.00 ,$12.50 ,$12.41 ,1,0000930413-12-001996.txt
6/13/2013,Coty  ,COTY,BofA Merrill Lynch/ J.P. Morgan/ Morgan Stanley/ Barclays/ Deutsche Bank Securities/ Wells Fargo Securities,$17.50 ,$17.30 ,$17.36 ,3,0000930413-13-003422.txt
5/7/2014,GasLog Partners LP  ,GLOP,Citigroup,$21.00 ,$25.50 ,$26.11 ,3,0000930413-14-002411.txt
5/24/2018,GreenSky ,GSKY,Goldman Sachs/ J.P. Morgan/ Morgan Stanley/ BofA Merrill Lynch/ Citigroup/ Credit Suisse/ SunTrust Robinson Humphrey,$23.00 ,$22.15 ,$23.36 ,3,0000930413-18-001920.txt
10/25/2001,Penn Virginia Resources Partners,PVR,Lehman Brothers/UBS Warburg,$21.00 ,$22.75 ,$22.70 ,3,0000930661-01-502093.txt
10/11/2012,Intercept Pharmaceuticals ,ICPT,BofA Merrill Lynch,$15.00 ,$19.40 ,$20.40 ,1,0000931763-01-501308.txt
5/21/2002,Computer Programs and Systems,CPSI,Morgan Keegan/Raymond James,$16.50 ,$17.50 ,$18.12 ,2,0000931763-02-002015.txt
3/25/2004,Anadys Pharmaceuticals ,ANDS,SG Cowen/Piper Jaffray,$7.00 ,$7.00 ,$7.06 ,1,0000936392-04-000283.txt
8/5/2004,BioMed Realty Trust,BMR,Raymond James,$15.00 ,$16.00 ,$15.90 ,1,0000936392-04-000813.txt
9/27/2004,WebSideStory ,WSSI,Friedman Billings Ramsey/RBC Capital Markets,$8.50 ,$9.30 ,$9.04 ,1,0000936392-04-000844.txt
12/14/2005,Somaxon Pharmaceuticals ,SOMX,Morgan Stanley/JP Morgan,$11.00 ,$11.00 ,$10.71 ,1,0000936392-05-000442.txt
10/24/2006,Cadence Pharmaceuticals ,CADX,Merrill Lynch,$9.00 ,$9.00 ,$9.40 ,1,0000936392-06-000960.txt
4/25/2007,Orexigen Therapeutics ,OREX,Merrill Lynch/JPMorgan,$12.00 ,$12.50 ,$13.00 ,2,0000936392-07-000334.txt
6/27/2002,Hewitt Associates ,HEW,Goldman Sachs,$19.00 ,$22.00 ,$23.50 ,3,0000940180-02-001222.txt
8/2/2000,Entravision Communications ,EVC,DLJ/CSFB/ML,$16.50 ,$18.63 ,$19.00 ,2,0000944209-00-001225.txt
3/3/2005,Aspreva Pharmaceuticals ,ASPV,Merrill Lynch,$11.00 ,$12.50 ,$14.79 ,1,0000945234-05-000141.txt
5/4/2005,"Teekay LNG Partners, L.P. ",TGP,Citigroup,$22.00 ,$24.69 ,$24.30 ,2,0000945234-05-000353.txt
12/13/2006,Teekay Offshore Partners L.P. ,TOO,Citigroup/Merrill Lynch,$21.00 ,$25.00 ,$25.00 ,2,0000945234-06-000997.txt
12/12/2007,Teekay Tankers ,TNK,Citi/Morgan Stanley,$19.50 ,$19.75 ,$20.01 ,1,0000945234-07-000723.txt
7/12/2000,Sohu.com ,SOHU,Credit Suisse First Boston,$13.00 ,$13.31 ,$13.00 ,1,0000950109-00-002837.txt
8/18/2000,PECO II ,PIII,Robertson Stephens/CIBC World Markets,$15.00 ,$21.25 ,$23.00 ,3,0000950109-00-003570.txt
10/11/2000,POZEN ,POZN,US Bancorp Piper Jaffray,$15.00 ,$15.03 ,$15.25 ,3,0000950109-00-004146.txt
9/25/2009,Select Medical Holdings ,SEM,Goldman Sachs/ Morgan Stanley/ BofA Merrill Lynch/ J.P. Morgan,$10.00 ,$9.75 ,$10.09 ,1,0000950109-01-500489.txt
6/21/2007,Care Investment Trust ,CRE,Credit Suisse/Merrill Lynch,$15.00 ,$13.00 ,$13.50 ,1,0000950109-01-505665.txt
2/5/2002,Sunoco Logistics Partners ,SXL,Lehman Brothers,$20.25 ,$21.25 ,$22.10 ,3,0000950109-02-000578.txt
11/15/2002,Constar International ,CNST,Salomon Smith Barney/Deutsche Bank,$12.00 ,$12.00 ,$11.85 ,1,0000950109-02-005919.txt
7/19/2018,Constellation Pharmaceuticals ,CNST,J.P. Morgan/ Jefferies/ BMO Capital Markets,$15.00 ,$11.48 ,$11.50 ,2,0000950109-02-005919.txt
12/11/2002,Seagate Technology Holdings ,STX,Morgan Stanley/Salomon Smith Barney,$12.00 ,$11.50 ,$11.50 ,1,0000950109-02-006149.txt
7/1/2003,Molina Healthcare ,MOH,Banc of America/CIBC World Markets,$17.50 ,$21.00 ,$20.00 ,3,0000950109-03-003625.txt
3/23/2018,Sunlands Online Education Group ,STG,Goldman Sachs (Asia)/ J.P. Morgan/ Credit Suisse,$11.50 ,$13.10 ,$11.10 ,1,0000950116-03-003939.txt
2/6/2006,Resource Capital ,RSO,Credit Suisse First Boston/Friedman Billings Ramsey/Citigroup/JP Morgan,$15.00 ,$14.50 ,$14.00 ,1,0000950116-06-000382.txt
8/12/2004,Cohen & Steers ,CNS,Merrill Lynch,$13.00 ,$13.11 ,$13.00 ,2,0000950117-04-002963.txt
6/30/2000,Exfo Electro-Optical Engineering ,EXFO,Merrill Lynch,$26.00 ,$45.88 ,$43.88 ,4,0000950123-00-006246.txt
7/28/2000,Lexent ,LXNT,Credit Suisse First Boston,$15.00 ,$20.00 ,$25.56 ,3,0000950123-00-006858.txt
10/27/2000,Hydrogenics ,HYGS,Salomon Smith Barney,$12.00 ,$14.00 ,$12.25 ,3,0000950123-00-009761.txt
7/25/2018,Bloom Energy ,BE,J.P. Morgan/ Morgan Stanley/ Credit Suisse/ KeyBanc Capital Markets/ BofA Merrill Lynch,$15.00 ,$18.70 ,$25.00 ,2,0000950123-01-000972.txt
3/28/2001,Agere Systems,AGR,Morgan Stanley Dean Witter,$6.00 ,$6.05 ,$6.02 ,2,0000950123-01-002718.txt
6/19/2001,Princeton Review,REVU,J.P. Morgan,$11.00 ,$11.01 ,$9.50 ,3,0000950123-01-503612.txt
6/20/2001,Phoenix Companies ,PNX,Morgan Stanley Dean Witter/Merrill Lynch,$17.50 ,$17.80 ,$16.76 ,3,0000950123-01-503644.txt
9/20/2006,Warner Chilcott Holdings ,WCRX,Goldman Sachs,$15.00 ,$14.75 ,$14.95 ,1,0000950123-01-504665.txt
11/13/2001,AMN Healthcare Services ,AHS,Banc of America/UBS/JP Morgan,$17.00 ,$21.00 ,$21.66 ,3,0000950123-01-508239.txt
3/12/2002,WCI Communities ,WCI,UBS Warburg,$19.00 ,$22.60 ,$22.67 ,3,0000950123-02-002403.txt
4/12/2002,Ribapharm,RNA,UBS Warburg,$10.00 ,$10.00 ,$10.80 ,1,0000950123-02-003655.txt
6/28/2013,Prosensa Holding B.V. ,RNA,J.P. Morgan/ Citigroup/ Leerink Swann,$13.00 ,$20.00 ,$19.25 ,2,0000950123-02-003655.txt
5/16/2002,Aeropostale ,ARO,Bear Stearns/Merrill Lynch,$18.00 ,$24.90 ,$27.75 ,3,0000950123-02-005396.txt
6/28/2002,Inveresk Research Group ,IRGI,Bear Stearns/UBS Warburg,$13.00 ,$13.01 ,$13.01 ,1,0000950123-02-006584.txt
11/22/2002,Cosi ,COSI,William Blair,$7.00 ,$7.50 ,$7.60 ,1,0000950123-02-011323.txt
5/12/2003,iPayment ,IPMT,Bear Stearns/Wachovia,$16.00 ,$19.30 ,$21.02 ,2,0000950123-03-005777.txt
10/16/2003,Advancis Pharmaceutical ,AVNC,Lehman Brothers,$10.00 ,$10.01 ,$10.00 ,1,0000950123-03-011437.txt
11/5/2003,Pharmion ,PHRM,Morgan Stanley/JP Morgan,$14.00 ,$14.60 ,$14.00 ,2,0000950123-03-012242.txt
12/4/2003,Volume Service America Holdings ,CVP,CIBC Worldwide/UBS Investment Bank,$15.00 ,$15.10 ,$15.26 ,1,0000950123-03-013507.txt
1/29/2004,Eyetech Pharmaceuticals ,EYET,Merrill Lynch/Morgan Stanley,$21.00 ,$29.50 ,$32.40 ,3,0000950123-04-001069.txt
2/4/2004,Assurant ,AIZ,Morgan Stanley,$22.00 ,$23.75 ,$24.70 ,3,0000950123-04-001263.txt
4/5/2004,Memory Pharmaceuticals ,MEMY,UBS Investment Bank/SG Cowen,$7.00 ,$7.50 ,$8.40 ,1,0000950123-04-004267.txt
4/6/2004,Arbor Realty Trust ,ABR,Wachovia Securities/UBS Investment Bank,$20.00 ,$20.05 ,$20.50 ,1,0000950123-04-004385.txt
4/29/2004,Intersections ,INTX,Deutsche Bank/Lazard,$17.00 ,$21.01 ,$24.70 ,3,0000950123-04-005498.txt
6/3/2004,Inhibitex ,INHX,Thomas Weisel Partners/Lazard,$7.00 ,$7.51 ,$7.22 ,1,0000950123-04-007083.txt
6/29/2004,Life Time Fitness ,LTM,Credit Suisse First Boston/Merrill Lynch,$18.50 ,$20.75 ,$21.00 ,3,0000950123-04-007998.txt
6/30/2004,WellCare Group,WCG,Morgan Stanley,$17.00 ,$19.30 ,$19.53 ,2,0000950123-04-008111.txt
7/15/2004,Greenfield Online ,SRVY,Lehman Brothers,$13.00 ,$16.00 ,$18.70 ,2,0000950123-04-008460.txt
8/11/2004,EuroBancshares ,EUBK,"Keefe, Bruyette & Woods/UBS Investment Bank",$14.00 ,$14.75 ,$15.90 ,2,0000950123-04-009633.txt
10/27/2004,DreamWorks Animation SKG ,DWA,Goldman Sachs/JP Morgan,$28.00 ,$39.50 ,$38.75 ,3,0000950123-04-012634.txt
10/27/2004,Calamos Asset Management ,CLMS,Citigroup,$18.00 ,$18.00 ,$19.92 ,3,0000950123-04-012676.txt
11/4/2004,MarketAxess Holdings ,MKTX,Credit Suisse First Boston/JP Morgan,$11.00 ,$12.75 ,$17.49 ,2,0000950123-04-013088.txt
11/17/2004,Specialty Underwriters' Alliance ,SUAI,Friedman Billings Ramsey,$9.50 ,$9.91 ,$9.57 ,1,0000950123-04-013831.txt
11/18/2004,Coinmach Service ,DRY,Merrill Lynch,$13.64 ,$13.64 ,$13.64 ,1,0000950123-04-013972.txt
2/8/2005,Valor Communications Group ,VCG,Merrill Lynch/Banc of America/JP Morgan,$15.00 ,$15.55 ,$15.31 ,1,0000950123-05-001465.txt
4/20/2005,National Atlantic Holdings ,NAHC,Citigroup,$12.00 ,$12.00 ,$11.81 ,1,0000950123-05-004815.txt
5/17/2005,Citi Trends ,CTRN,CIBC World Markets,$14.00 ,$16.95 ,$15.70 ,2,0000950123-05-006458.txt
6/28/2005,DSW ,DSW,Lehman Brothers,$19.00 ,$24.00 ,$24.10 ,2,0000950123-05-007997.txt
6/29/2005,Western Allaince Bancorporations ,WAL,Sandler O'Neill/Keefe Bruyette & Woods,$22.00 ,$26.75 ,$25.40 ,3,0000950123-05-008097.txt
7/21/2005,Consolidated Communications Illinois ,CNSL,Credit Suisse First Boston,$13.00 ,$13.00 ,$13.79 ,1,0000950123-05-008856.txt
7/26/2005,Pike Electric ,PEC,Citigroup/JP Morgan,$14.00 ,$14.22 ,$14.36 ,2,0000950123-05-008983.txt
8/4/2005,Dresser-Rand Group ,DRC,Morgan Stanley/Citigroup,$21.00 ,$22.01 ,$22.80 ,2,0000950123-05-009520.txt
